positional_row_id,source_row_uid,raw_id,label
28659,UNSW_NB15_training-set.csv#id=035836,35836,0
14919,UNSW_NB15_training-set.csv#id=018704,18704,0
140297,UNSW_NB15_training-set.csv#id=153157,153157,1
31521,UNSW_NB15_training-set.csv#id=039414,39414,0
26947,UNSW_NB15_training-set.csv#id=033717,33717,0
31879,UNSW_NB15_training-set.csv#id=039877,39877,0
28286,UNSW_NB15_training-set.csv#id=035375,35375,0
18819,UNSW_NB15_training-set.csv#id=023577,23577,0
86187,UNSW_NB15_training-set.csv#id=097623,97623,1
6036,UNSW_NB15_training-set.csv#id=007598,7598,0
14674,UNSW_NB15_training-set.csv#id=018390,18390,0
106029,UNSW_NB15_training-set.csv#id=118602,118602,1
48646,UNSW_NB15_training-set.csv#id=058520,58520,1
116988,UNSW_NB15_training-set.csv#id=129688,129688,1
49249,UNSW_NB15_training-set.csv#id=059131,59131,1
119957,UNSW_NB15_training-set.csv#id=132668,132668,1
17722,UNSW_NB15_training-set.csv#id=022201,22201,0
37345,UNSW_NB15_training-set.csv#id=046677,46677,0
88518,UNSW_NB15_training-set.csv#id=099993,99993,1
